49.8	1.0	0.00000	[0.006415249944914942, 0.1711565201128498, -0.03743628055870473, -0.3395725522670853]
99.6	0.0	0.82013	[0.009838380347171938, -0.02341330880842063, -0.04422773160404644, -0.05892599440903412]
149.4	0.0	-0.30282	[0.009370114171003524, -0.21787413145795403, -0.04540625149222712, 0.2194812842426781]
199.2	0.0	-0.57740	[0.0050126315418444435, -0.41231860512244894, -0.04101662580737356, 0.4975025264689296]
249.0	0.0	-0.58835	[-0.0032337405606045347, -0.6068389470388315, -0.031066575277994966, 0.776982126262872]
298.8	1.0	0.96423	[-0.015370519501381165, -0.4113038409647748, -0.015526932752737525, 0.47468888965565276]
348.6	0.0	-0.66667	[-0.023596596320676663, -0.6062031244127435, -0.006033154959624471, 0.762437840162822]
398.4	1.0	0.93691	[-0.035720658808931535, -0.4109985924924202, 0.00921560184363197, 0.46786263439973264]
448.2	0.0	-0.62758	[-0.04394063065877994, -0.6062495201288922, 0.018572854531626624, 0.7634359379313683]
498.0	1.0	0.90634	[-0.05606562106135779, -0.4113882270970784, 0.03384157329025399, 0.4766545154302841]
547.8	1.0	0.87439	[-0.06429338560329936, -0.2167600466739636, 0.04337466359885967, 0.1948269261448891]
597.6	1.0	0.30867	[-0.06862858653677864, -0.022284520786695156, 0.04727120212175746, -0.08386384373167183]
647.4	0.0	-0.26564	[-0.06907427695251254, -0.21805109155293717, 0.04559392524712402, 0.2233505415354345]
697.2	1.0	0.45522	[-0.07343529878357129, -0.023609455485023495, 0.05006093607783271, -0.054608840006884984]
747.0	0.0	-0.36767	[-0.07390748789327176, -0.21941213437007015, 0.04896875927769501, 0.2534389983023058]
796.8	1.0	0.58168	[-0.07829573058067316, -0.025022357460685735, 0.05403753924374113, -0.02340507360403693]
846.6	1.0	-0.48387	[-0.07879617772988687, 0.16928467724914456, 0.053569437771660386, -0.2985608828653359]
896.4	1.0	-0.57231	[-0.07541048418490398, 0.3636037261867018, 0.04759822011435367, -0.5738794473376065]
946.2	0.0	0.97488	[-0.06813840966116995, 0.16784789208441186, 0.03612063116760154, -0.26658966706994297]
996.0	0.0	0.68135	[-0.06478145181948171, -0.02777046069577388, 0.03078883782620268, 0.0372636219743645]
1045.8	0.0	-0.66667	[-0.06533686103339718, -0.22332008870373302, 0.03153411026568997, 0.3394995344017386]
1095.6	1.0	0.83946	[-0.06980326280747184, -0.02866069655617981, 0.03832410095372474, 0.05692510311712551]
1145.4	0.0	-0.60910	[-0.07037647673859544, -0.22431059641066145, 0.03946260301606725, 0.36144898840290424]
1195.2	0.0	-0.66667	[-0.07486268866680867, -0.4199705995609946, 0.046691582784125336, 0.6663094914528138]
1245.0	1.0	0.86463	[-0.08326210065802857, -0.22552807941681385, 0.060017772613181614, 0.3886859202033482]
1294.8	1.0	0.78827	[-0.08777266224636485, -0.03130709407006568, 0.06779149101724857, 0.1155136257144066]
1344.6	1.0	-0.07193	[-0.08839880412776616, 0.16278131962366113, 0.0701017635315367, -0.15503483790267308]
1394.4	1.0	-0.66667	[-0.08514317773529294, 0.3568331790754341, 0.06700106677348323, -0.4248046621419067]
1444.2	1.0	-0.66667	[-0.07800651415378426, 0.5509452319273056, 0.0585049735306451, -0.6956358594590049]
1494.0	1.0	-0.57457	[-0.06698760951523815, 0.7452090562333178, 0.044592256341465006, -0.9693423873182938]
1543.8	0.0	0.97828	[-0.05208342839057179, 0.5495177525038061, 0.02520540859509913, -0.6629914490329716]
1593.6	1.0	-0.60210	[-0.04109307334049567, 0.7442801303592952, 0.011945579614439697, -0.9476326139819934]
1643.4	0.0	0.94342	[-0.026207470733309764, 0.54899938255153, -0.007007072665200171, -0.6512204746037804]
1693.2	0.0	0.92097	[-0.015227483082279163, 0.35397572123834753, -0.02003148215727578, -0.3607522267201459]
1743.0	0.0	0.88469	[-0.008147968657512212, 0.15914415034623364, -0.027246526691678697, -0.07445236395710308]
1792.8	0.0	-0.27489	[-0.004965085650587539, -0.035576811875502906, -0.028735573970820757, 0.20951118160550292]
1842.6	0.0	-0.59566	[-0.005676621888097597, -0.23027634973722033, -0.0245453503387107, 0.4929928231614656]
1892.4	0.0	-0.60225	[-0.010282148882842004, -0.4250436612498486, -0.014685493875481386, 0.7778401797229566]
1942.2	0.0	-0.61041	[-0.018783022107838977, -0.619960623872025, 0.0008713097189777461, 1.0658667168215998]
1992.0	1.0	0.92842	[-0.031182234585279477, -0.42485021361384046, 0.022188644055409743, 0.7734573775523155]
2041.8	0.0	-0.63696	[-0.03967923885755629, -0.6202702900203918, 0.037657791606456055, 1.0730382619559835]
2091.6	1.0	-0.66667	[-0.05208464465796413, -0.42566578756794965, 0.05911855684557572, 0.7924072358327316]
2141.4	1.0	0.85020	[-0.06059796040932312, -0.23140313558503717, 0.07496670156223036, 0.5188930542147958]
2191.2	1.0	0.79974	[-0.06522602312102387, -0.037412242500340365, 0.08534456264652628, 0.25074357595898983]
2241.0	1.0	0.47648	[-0.06597426797103068, 0.15639386699781152, 0.09035943416570608, -0.013846659448126353]
2290.8	1.0	-0.37354	[-0.06284639063107444, 0.350111573425163, 0.09008250097674354, -0.276708234569294]
2340.6	1.0	-0.66667	[-0.05584415916257118, 0.5438405879495144, 0.08454833628535766, -0.5396750405386688]
2390.4	0.0	0.97956	[-0.044967347403580896, 0.3476382359113447, 0.07375483547458428, -0.22159518231296388]
2440.2	0.0	0.34843	[-0.038014582685354, 0.1515438048610274, 0.069322931828325, 0.09341106226160778]
2490.0	0.0	-0.60242	[-0.034983706588133455, -0.0444997415960266, 0.07119115307355715, 0.40713469646414896]
2539.8	1.0	0.76929	[-0.035873701420053986, 0.1495443352161895, 0.07933384700284013, 0.13771838136451647]
2589.6	0.0	-0.61794	[-0.032882814715730194, -0.04661899608536774, 0.08208821463013045, 0.454337587801842]
2639.4	0.0	-0.66501	[-0.03381519463743755, -0.24279990617138572, 0.09117496638616729, 0.7717248793519824]
2689.2	0.0	-0.67794	[-0.03867119276086526, -0.43905026236111133, 0.10660946397320693, 1.0916460247442834]
2739.0	0.0	-0.69024	[-0.04745219800808749, -0.6354032037378474, 0.1284423844680926, 1.4157871169031653]
2788.8	0.0	-0.66667	[-0.06016026208284444, -0.831860678278472, 0.15675812680615592, 1.7457042007884749]
2838.6	0.0	-0.72254	[-0.07679747564841388, -1.0283794997400646, 0.19167221082192543, 2.0827664058428033]
2888.4	1.0	0.00000	[-0.0065532137918543065, 0.01137090668767711, 0.02415986844492292, 0.03129833058636894]
2938.2	0.0	-0.60886	[-0.006325795658100764, -0.18408902808880195, 0.024785835056650298, 0.33150497989134975]
2988.0	1.0	-0.66667	[-0.010007576219876803, 0.010671507703367417, 0.03141593465447729, 0.046740197564985986]
3037.8	1.0	-0.37288	[-0.009794146065809455, 0.2053292188804704, 0.03235073860577701, -0.23586752582683834]
3087.6	0.0	0.51814	[-0.005687561688200047, 0.009760361058620298, 0.027633388089240242, 0.06684172510469438]
3137.4	0.0	-0.62146	[-0.005492354467027641, -0.18574665036017368, 0.02897022259133413, 0.36811346407572265]
3187.2	0.0	-0.63930	[-0.009207287474231114, -0.38126801147960077, 0.03633249187284859, 0.6697884965042167]
3237.0	1.0	0.88040	[-0.01683264770382313, -0.18666955242225713, 0.049728261802932924, 0.3887628491838543]
3286.8	1.0	-0.66667	[-0.020566038752268274, 0.0077125840561072245, 0.05750351878661001, 0.11216416990842915]
3336.6	1.0	-0.09339	[-0.020411787071146128, 0.20196542507379528, 0.05974680218477859, -0.16183676005835324]
3386.4	1.0	-0.55112	[-0.016372478569670224, 0.3961834145053623, 0.05651006698361152, -0.4350888156216179]
3436.2	1.0	-0.57336	[-0.008448810279562976, 0.590461736681634, 0.047808290671179164, -0.7094359995626995]
3486.0	1.0	-0.58376	[0.0033604244540697045, 0.7848900656872266, 0.03361957067992517, -0.9866949790130028]
3535.8	0.0	0.96704	[0.01905822576781424, 0.5893344173914472, 0.013885671099665115, -0.6836449728635678]
3585.6	1.0	-0.61093	[0.030844914115643184, 0.7842608347447343, 0.00021277164239375847, -0.971924155136533]
3635.4	1.0	-0.62135	[0.04653013081053787, 0.9793799299508988, -0.0192257114603369, -1.2645402364583478]
3685.2	1.0	-0.63558	[0.06611772940955585, 1.1747422635350322, -0.044516516189503856, -1.5631815909281088]
3735.0	1.0	-0.65344	[0.08961257468025649, 1.3703673663646854, -0.07578014800806604, -1.8694120709636495]
3784.8	1.0	-0.67457	[0.1170199220075502, 1.5662316940222747, -0.11316838942733903, -2.1846234296190308]
3834.6	0.0	0.79189	[0.1483445558879957, 1.3723740040394252, -0.15686085801971966, -1.9288975054914475]
3884.4	1.0	-0.72341	[0.1757920359687842, 1.568791055808944, -0.1954388081295486, -2.265834033407639]
3934.2	0.0	0.00000	[-0.03408494593184444, 0.015600764349393309, 0.04191152160664331, -0.044520597264557885]
3984.0	0.0	-0.41010	[-0.03377293064485658, -0.18009633655310256, 0.041021109661352154, 0.2610856545079852]
4033.8	0.0	-0.64219	[-0.03737485737591863, -0.37577912323767815, 0.046242822751511856, 0.566419732157909]
4083.6	0.0	-0.65105	[-0.04489043984067219, -0.5715182449168903, 0.057571217394670034, 0.8733050894213826]
4133.4	0.0	-0.66010	[-0.056320804739009994, -0.7673737691636762, 0.0750373191830977, 1.1835182354156957]
4183.2	1.0	0.83499	[-0.07166828012228352, -0.5733012886786909, 0.0987076838914116, 0.9152689634041065]
4233.0	1.0	0.79584	[-0.08313430589585734, -0.37964284623878286, 0.11701306315949372, 0.6551682490914739]
4282.8	1.0	-0.66667	[-0.09072716282063299, -0.18632765885642422, 0.1301164281413232, 0.40150175485813666]
4332.6	0.0	-0.67069	[-0.09445371599776148, -0.3830319678772953, 0.13814646323848595, 0.7322104240115468]
4382.4	1.0	0.71899	[-0.10211435535530738, -0.1900618574501936, 0.15279067171871688, 0.4859989115528834]
4432.2	0.0	-0.68370	[-0.10591559250431126, -0.38697228780865045, 0.16251064994977454, 0.8226694885147103]
4482.0	1.0	0.68920	[-0.11365503826048427, -0.19440218992151148, 0.17896403972006875, 0.5851883525707146]
4531.8	0.0	-0.69848	[-0.1175430820589145, -0.3915197844074269, 0.19066780677148304, 0.9284774027786655]
4581.6	1.0	0.65456	[-0.12537347774706303, -0.19941196245863008, 0.20923735482705635, 0.7012550717797552]
4631.4	1.0	0.00000	[0.005367935918179398, -0.018273674326112002, -0.02493601447610865, 0.0424433429453593]
4681.2	1.0	-0.43500	[0.005002462431657158, 0.1771968121284322, -0.024087147617201463, -0.25800166161046834]
4731.0	0.0	0.67093	[0.008546398674225802, -0.01757312488063925, -0.02924718084941083, 0.02698755858656171]
4780.8	1.0	-0.66667	[0.008194936176613018, 0.17795577910053065, -0.028707429677679596, -0.2747778104539239]
4830.6	0.0	0.72744	[0.01175405175862363, -0.01674506859030231, -0.034202985886758075, 0.008714302090248927]
4880.4	0.0	-0.66667	[0.011419150386817584, -0.2113602316947719, -0.034028699844953096, 0.29041259395197117]
