run_id	STDP-RL:AMPA:RLhebbwt	STDP-RL:AMPA:RLantiwt	sim:targetedNonEM	sim:targetedRLDscntFctr	sim:targetedRLMainFctr	sim:targetedRLOppFctr	critic:posRewardBias	critic:angv_bias	critic:clear_flips	critic:total_gain
1500	0.03	-0.03	1	0.9	0.8	0.8	3.0	0.9	False	2.5
1501	0.03	-0.03	1	0.9	0.8	0.8	3.0	0.9	False	3.0
1502	0.03	-0.03	1	0.9	0.8	0.8	3.0	0.9	False	3.5
1503	0.03	-0.03	1	0.9	0.8	0.8	3.0	0.9	True	2.5
1504	0.03	-0.03	1	0.9	0.8	0.8	3.0	0.9	True	3.0
1505	0.03	-0.03	1	0.9	0.8	0.8	3.0	0.9	True	3.5
1506	0.03	-0.03	1	0.9	0.8	0.8	3.0	1.0	False	2.5
1507	0.03	-0.03	1	0.9	0.8	0.8	3.0	1.0	False	3.0
1508	0.03	-0.03	1	0.9	0.8	0.8	3.0	1.0	False	3.5
1509	0.03	-0.03	1	0.9	0.8	0.8	3.0	1.0	True	2.5
1510	0.03	-0.03	1	0.9	0.8	0.8	3.0	1.0	True	3.0
1511	0.03	-0.03	1	0.9	0.8	0.8	3.0	1.0	True	3.5
1512	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.7	False	2.5
1513	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.7	False	3.0
1514	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.7	False	3.5
1515	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.7	True	2.5
1516	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.7	True	3.0
1517	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.7	True	3.5
1518	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.8	False	2.5
1519	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.8	False	3.0
1520	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.8	False	3.5
1521	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.8	True	2.5
1522	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.8	True	3.0
1523	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.8	True	3.5
1524	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.9	False	2.5
1525	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.9	False	3.0
1526	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.9	False	3.5
1527	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.9	True	2.5
1528	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.9	True	3.0
1529	0.03	-0.03	1	0.9	0.9	0.5	2.5	0.9	True	3.5
1530	0.03	-0.03	1	0.9	0.9	0.5	2.5	1.0	False	2.5
1531	0.03	-0.03	1	0.9	0.9	0.5	2.5	1.0	False	3.0
1532	0.03	-0.03	1	0.9	0.9	0.5	2.5	1.0	False	3.5
1533	0.03	-0.03	1	0.9	0.9	0.5	2.5	1.0	True	2.5
1534	0.03	-0.03	1	0.9	0.9	0.5	2.5	1.0	True	3.0
1535	0.03	-0.03	1	0.9	0.9	0.5	2.5	1.0	True	3.5
1536	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.7	False	2.5
1537	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.7	False	3.0
1538	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.7	False	3.5
1539	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.7	True	2.5
1540	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.7	True	3.0
1541	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.7	True	3.5
1542	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.8	False	2.5
1543	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.8	False	3.0
1544	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.8	False	3.5
1545	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.8	True	2.5
1546	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.8	True	3.0
1547	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.8	True	3.5
1548	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.9	False	2.5
1549	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.9	False	3.0
1550	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.9	False	3.5
1551	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.9	True	2.5
1552	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.9	True	3.0
1553	0.03	-0.03	1	0.9	0.9	0.5	2.8	0.9	True	3.5
1554	0.03	-0.03	1	0.9	0.9	0.5	2.8	1.0	False	2.5
1555	0.03	-0.03	1	0.9	0.9	0.5	2.8	1.0	False	3.0
1556	0.03	-0.03	1	0.9	0.9	0.5	2.8	1.0	False	3.5
1557	0.03	-0.03	1	0.9	0.9	0.5	2.8	1.0	True	2.5
1558	0.03	-0.03	1	0.9	0.9	0.5	2.8	1.0	True	3.0
1559	0.03	-0.03	1	0.9	0.9	0.5	2.8	1.0	True	3.5
1560	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.7	False	2.5
1561	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.7	False	3.0
1562	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.7	False	3.5
1563	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.7	True	2.5
1564	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.7	True	3.0
1565	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.7	True	3.5
1566	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.8	False	2.5
1567	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.8	False	3.0
1568	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.8	False	3.5
1569	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.8	True	2.5
1570	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.8	True	3.0
1571	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.8	True	3.5
1572	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.9	False	2.5
1573	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.9	False	3.0
1574	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.9	False	3.5
1575	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.9	True	2.5
1576	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.9	True	3.0
1577	0.03	-0.03	1	0.9	0.9	0.5	3.0	0.9	True	3.5
1578	0.03	-0.03	1	0.9	0.9	0.5	3.0	1.0	False	2.5
1579	0.03	-0.03	1	0.9	0.9	0.5	3.0	1.0	False	3.0
1580	0.03	-0.03	1	0.9	0.9	0.5	3.0	1.0	False	3.5
1581	0.03	-0.03	1	0.9	0.9	0.5	3.0	1.0	True	2.5
1582	0.03	-0.03	1	0.9	0.9	0.5	3.0	1.0	True	3.0
1583	0.03	-0.03	1	0.9	0.9	0.5	3.0	1.0	True	3.5
1584	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.7	False	2.5
1585	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.7	False	3.0
1586	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.7	False	3.5
1587	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.7	True	2.5
1588	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.7	True	3.0
1589	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.7	True	3.5
1590	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.8	False	2.5
1591	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.8	False	3.0
1592	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.8	False	3.5
1593	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.8	True	2.5
1594	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.8	True	3.0
1595	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.8	True	3.5
1596	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.9	False	2.5
1597	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.9	False	3.0
1598	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.9	False	3.5
1599	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.9	True	2.5
1600	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.9	True	3.0
1601	0.03	-0.03	1	0.9	0.9	0.8	2.5	0.9	True	3.5
1602	0.03	-0.03	1	0.9	0.9	0.8	2.5	1.0	False	2.5
1603	0.03	-0.03	1	0.9	0.9	0.8	2.5	1.0	False	3.0
1604	0.03	-0.03	1	0.9	0.9	0.8	2.5	1.0	False	3.5
1605	0.03	-0.03	1	0.9	0.9	0.8	2.5	1.0	True	2.5
1606	0.03	-0.03	1	0.9	0.9	0.8	2.5	1.0	True	3.0
1607	0.03	-0.03	1	0.9	0.9	0.8	2.5	1.0	True	3.5
1608	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.7	False	2.5
1609	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.7	False	3.0
1610	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.7	False	3.5
1611	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.7	True	2.5
1612	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.7	True	3.0
1613	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.7	True	3.5
1614	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.8	False	2.5
1615	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.8	False	3.0
1616	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.8	False	3.5
1617	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.8	True	2.5
1618	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.8	True	3.0
1619	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.8	True	3.5
1620	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.9	False	2.5
1621	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.9	False	3.0
1622	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.9	False	3.5
1623	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.9	True	2.5
1624	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.9	True	3.0
1625	0.03	-0.03	1	0.9	0.9	0.8	2.8	0.9	True	3.5
1626	0.03	-0.03	1	0.9	0.9	0.8	2.8	1.0	False	2.5
1627	0.03	-0.03	1	0.9	0.9	0.8	2.8	1.0	False	3.0
1628	0.03	-0.03	1	0.9	0.9	0.8	2.8	1.0	False	3.5
1629	0.03	-0.03	1	0.9	0.9	0.8	2.8	1.0	True	2.5
1630	0.03	-0.03	1	0.9	0.9	0.8	2.8	1.0	True	3.0
1631	0.03	-0.03	1	0.9	0.9	0.8	2.8	1.0	True	3.5
1632	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.7	False	2.5
1633	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.7	False	3.0
1634	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.7	False	3.5
1635	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.7	True	2.5
1636	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.7	True	3.0
1637	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.7	True	3.5
1638	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.8	False	2.5
1639	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.8	False	3.0
1640	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.8	False	3.5
1641	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.8	True	2.5
1642	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.8	True	3.0
1643	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.8	True	3.5
1644	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.9	False	2.5
1645	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.9	False	3.0
1646	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.9	False	3.5
1647	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.9	True	2.5
1648	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.9	True	3.0
1649	0.03	-0.03	1	0.9	0.9	0.8	3.0	0.9	True	3.5
1650	0.03	-0.03	1	0.9	0.9	0.8	3.0	1.0	False	2.5
1651	0.03	-0.03	1	0.9	0.9	0.8	3.0	1.0	False	3.0
1652	0.03	-0.03	1	0.9	0.9	0.8	3.0	1.0	False	3.5
1653	0.03	-0.03	1	0.9	0.9	0.8	3.0	1.0	True	2.5
1654	0.03	-0.03	1	0.9	0.9	0.8	3.0	1.0	True	3.0
1655	0.03	-0.03	1	0.9	0.9	0.8	3.0	1.0	True	3.5
1656	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.7	False	2.5
1657	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.7	False	3.0
1658	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.7	False	3.5
1659	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.7	True	2.5
1660	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.7	True	3.0
1661	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.7	True	3.5
1662	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.8	False	2.5
1663	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.8	False	3.0
1664	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.8	False	3.5
1665	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.8	True	2.5
1666	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.8	True	3.0
1667	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.8	True	3.5
1668	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.9	False	2.5
1669	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.9	False	3.0
1670	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.9	False	3.5
1671	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.9	True	2.5
1672	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.9	True	3.0
1673	0.03	-0.03	1	0.9	0.9	0.9	2.5	0.9	True	3.5
1674	0.03	-0.03	1	0.9	0.9	0.9	2.5	1.0	False	2.5
1675	0.03	-0.03	1	0.9	0.9	0.9	2.5	1.0	False	3.0
1676	0.03	-0.03	1	0.9	0.9	0.9	2.5	1.0	False	3.5
1677	0.03	-0.03	1	0.9	0.9	0.9	2.5	1.0	True	2.5
1678	0.03	-0.03	1	0.9	0.9	0.9	2.5	1.0	True	3.0
1679	0.03	-0.03	1	0.9	0.9	0.9	2.5	1.0	True	3.5
1680	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.7	False	2.5
1681	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.7	False	3.0
1682	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.7	False	3.5
1683	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.7	True	2.5
1684	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.7	True	3.0
1685	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.7	True	3.5
1686	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.8	False	2.5
1687	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.8	False	3.0
1688	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.8	False	3.5
1689	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.8	True	2.5
1690	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.8	True	3.0
1691	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.8	True	3.5
1692	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.9	False	2.5
1693	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.9	False	3.0
1694	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.9	False	3.5
1695	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.9	True	2.5
1696	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.9	True	3.0
1697	0.03	-0.03	1	0.9	0.9	0.9	2.8	0.9	True	3.5
1698	0.03	-0.03	1	0.9	0.9	0.9	2.8	1.0	False	2.5
1699	0.03	-0.03	1	0.9	0.9	0.9	2.8	1.0	False	3.0
1700	0.03	-0.03	1	0.9	0.9	0.9	2.8	1.0	False	3.5
1701	0.03	-0.03	1	0.9	0.9	0.9	2.8	1.0	True	2.5
1702	0.03	-0.03	1	0.9	0.9	0.9	2.8	1.0	True	3.0
1703	0.03	-0.03	1	0.9	0.9	0.9	2.8	1.0	True	3.5
1704	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.7	False	2.5
1705	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.7	False	3.0
1706	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.7	False	3.5
1707	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.7	True	2.5
1708	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.7	True	3.0
1709	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.7	True	3.5
1710	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.8	False	2.5
1711	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.8	False	3.0
1712	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.8	False	3.5
1713	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.8	True	2.5
1714	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.8	True	3.0
1715	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.8	True	3.5
1716	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.9	False	2.5
1717	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.9	False	3.0
1718	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.9	False	3.5
1719	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.9	True	2.5
1720	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.9	True	3.0
1721	0.03	-0.03	1	0.9	0.9	0.9	3.0	0.9	True	3.5
1722	0.03	-0.03	1	0.9	0.9	0.9	3.0	1.0	False	2.5
1723	0.03	-0.03	1	0.9	0.9	0.9	3.0	1.0	False	3.0
1724	0.03	-0.03	1	0.9	0.9	0.9	3.0	1.0	False	3.5
1725	0.03	-0.03	1	0.9	0.9	0.9	3.0	1.0	True	2.5
1726	0.03	-0.03	1	0.9	0.9	0.9	3.0	1.0	True	3.0
1727	0.03	-0.03	1	0.9	0.9	0.9	3.0	1.0	True	3.5
1728	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.7	False	2.5
1729	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.7	False	3.0
1730	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.7	False	3.5
1731	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.7	True	2.5
1732	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.7	True	3.0
1733	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.7	True	3.5
1734	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.8	False	2.5
1735	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.8	False	3.0
1736	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.8	False	3.5
1737	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.8	True	2.5
1738	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.8	True	3.0
1739	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.8	True	3.5
1740	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.9	False	2.5
1741	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.9	False	3.0
1742	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.9	False	3.5
1743	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.9	True	2.5
1744	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.9	True	3.0
1745	0.03	-0.03	1	0.9	1.0	0.5	2.5	0.9	True	3.5
1746	0.03	-0.03	1	0.9	1.0	0.5	2.5	1.0	False	2.5
1747	0.03	-0.03	1	0.9	1.0	0.5	2.5	1.0	False	3.0
1748	0.03	-0.03	1	0.9	1.0	0.5	2.5	1.0	False	3.5
1749	0.03	-0.03	1	0.9	1.0	0.5	2.5	1.0	True	2.5
1750	0.03	-0.03	1	0.9	1.0	0.5	2.5	1.0	True	3.0
1751	0.03	-0.03	1	0.9	1.0	0.5	2.5	1.0	True	3.5
1752	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.7	False	2.5
1753	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.7	False	3.0
1754	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.7	False	3.5
1755	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.7	True	2.5
1756	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.7	True	3.0
1757	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.7	True	3.5
1758	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.8	False	2.5
1759	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.8	False	3.0
1760	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.8	False	3.5
1761	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.8	True	2.5
1762	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.8	True	3.0
1763	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.8	True	3.5
1764	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.9	False	2.5
1765	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.9	False	3.0
1766	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.9	False	3.5
1767	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.9	True	2.5
1768	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.9	True	3.0
1769	0.03	-0.03	1	0.9	1.0	0.5	2.8	0.9	True	3.5
1770	0.03	-0.03	1	0.9	1.0	0.5	2.8	1.0	False	2.5
1771	0.03	-0.03	1	0.9	1.0	0.5	2.8	1.0	False	3.0
1772	0.03	-0.03	1	0.9	1.0	0.5	2.8	1.0	False	3.5
1773	0.03	-0.03	1	0.9	1.0	0.5	2.8	1.0	True	2.5
1774	0.03	-0.03	1	0.9	1.0	0.5	2.8	1.0	True	3.0
1775	0.03	-0.03	1	0.9	1.0	0.5	2.8	1.0	True	3.5
1776	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.7	False	2.5
1777	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.7	False	3.0
1778	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.7	False	3.5
1779	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.7	True	2.5
1780	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.7	True	3.0
1781	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.7	True	3.5
1782	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.8	False	2.5
1783	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.8	False	3.0
1784	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.8	False	3.5
1785	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.8	True	2.5
1786	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.8	True	3.0
1787	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.8	True	3.5
1788	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.9	False	2.5
1789	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.9	False	3.0
1790	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.9	False	3.5
1791	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.9	True	2.5
1792	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.9	True	3.0
1793	0.03	-0.03	1	0.9	1.0	0.5	3.0	0.9	True	3.5
1794	0.03	-0.03	1	0.9	1.0	0.5	3.0	1.0	False	2.5
1795	0.03	-0.03	1	0.9	1.0	0.5	3.0	1.0	False	3.0
1796	0.03	-0.03	1	0.9	1.0	0.5	3.0	1.0	False	3.5
1797	0.03	-0.03	1	0.9	1.0	0.5	3.0	1.0	True	2.5
1798	0.03	-0.03	1	0.9	1.0	0.5	3.0	1.0	True	3.0
1799	0.03	-0.03	1	0.9	1.0	0.5	3.0	1.0	True	3.5
1800	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.7	False	2.5
1801	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.7	False	3.0
1802	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.7	False	3.5
1803	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.7	True	2.5
1804	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.7	True	3.0
1805	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.7	True	3.5
1806	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.8	False	2.5
1807	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.8	False	3.0
1808	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.8	False	3.5
1809	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.8	True	2.5
1810	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.8	True	3.0
1811	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.8	True	3.5
1812	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.9	False	2.5
1813	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.9	False	3.0
1814	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.9	False	3.5
1815	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.9	True	2.5
1816	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.9	True	3.0
1817	0.03	-0.03	1	0.9	1.0	0.8	2.5	0.9	True	3.5
1818	0.03	-0.03	1	0.9	1.0	0.8	2.5	1.0	False	2.5
1819	0.03	-0.03	1	0.9	1.0	0.8	2.5	1.0	False	3.0
1820	0.03	-0.03	1	0.9	1.0	0.8	2.5	1.0	False	3.5
1821	0.03	-0.03	1	0.9	1.0	0.8	2.5	1.0	True	2.5
1822	0.03	-0.03	1	0.9	1.0	0.8	2.5	1.0	True	3.0
1823	0.03	-0.03	1	0.9	1.0	0.8	2.5	1.0	True	3.5
1824	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.7	False	2.5
1825	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.7	False	3.0
1826	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.7	False	3.5
1827	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.7	True	2.5
1828	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.7	True	3.0
1829	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.7	True	3.5
1830	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.8	False	2.5
1831	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.8	False	3.0
1832	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.8	False	3.5
1833	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.8	True	2.5
1834	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.8	True	3.0
1835	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.8	True	3.5
1836	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.9	False	2.5
1837	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.9	False	3.0
1838	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.9	False	3.5
1839	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.9	True	2.5
1840	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.9	True	3.0
1841	0.03	-0.03	1	0.9	1.0	0.8	2.8	0.9	True	3.5
1842	0.03	-0.03	1	0.9	1.0	0.8	2.8	1.0	False	2.5
1843	0.03	-0.03	1	0.9	1.0	0.8	2.8	1.0	False	3.0
1844	0.03	-0.03	1	0.9	1.0	0.8	2.8	1.0	False	3.5
1845	0.03	-0.03	1	0.9	1.0	0.8	2.8	1.0	True	2.5
