run_id	STDP-RL:AMPA:RLlenhebb	STDP-RL:AMPA:RLlenanti	STDP-RL:AMPA:RLhebbwt	STDP-RL:AMPA:RLantiwt	STDP-RL:AMPA:RLwindhebb	STDP-RL:AMPA:RLwindanti	sim:targetedRL	sim:targetedRLOppFctr	sim:targetedNonEM	critic:posRewardBias	critic:angv_bias
0	50	50	0.02	-0.02	2	2	1	1.0	0	1.5	0.4
1	50	50	0.02	-0.02	2	2	1	1.0	0	1.5	0.5
2	50	50	0.02	-0.02	2	2	1	1.0	0	1.5	0.7
3	50	50	0.02	-0.02	2	2	1	1.0	0	1.5	1.0
4	50	50	0.02	-0.02	2	2	1	1.0	0	2.5	0.4
5	50	50	0.02	-0.02	2	2	1	1.0	0	2.5	0.5
6	50	50	0.02	-0.02	2	2	1	1.0	0	2.5	0.7
7	50	50	0.02	-0.02	2	2	1	1.0	0	2.5	1.0
8	50	50	0.02	-0.02	2	2	1	1.0	0	2.8	0.4
9	50	50	0.02	-0.02	2	2	1	1.0	0	2.8	0.5
10	50	50	0.02	-0.02	2	2	1	1.0	0	2.8	0.7
11	50	50	0.02	-0.02	2	2	1	1.0	0	2.8	1.0
12	50	50	0.02	-0.02	2	2	1	1.0	1	1.5	0.4
13	50	50	0.02	-0.02	2	2	1	1.0	1	1.5	0.5
14	50	50	0.02	-0.02	2	2	1	1.0	1	1.5	0.7
15	50	50	0.02	-0.02	2	2	1	1.0	1	1.5	1.0
16	50	50	0.02	-0.02	2	2	1	1.0	1	2.5	0.4
17	50	50	0.02	-0.02	2	2	1	1.0	1	2.5	0.5
18	50	50	0.02	-0.02	2	2	1	1.0	1	2.5	0.7
19	50	50	0.02	-0.02	2	2	1	1.0	1	2.5	1.0
20	50	50	0.02	-0.02	2	2	1	1.0	1	2.8	0.4
21	50	50	0.02	-0.02	2	2	1	1.0	1	2.8	0.5
22	50	50	0.02	-0.02	2	2	1	1.0	1	2.8	0.7
23	50	50	0.02	-0.02	2	2	1	1.0	1	2.8	1.0
24	50	50	0.02	-0.02	2	2	2	1.0	0	1.5	0.4
25	50	50	0.02	-0.02	2	2	2	1.0	0	1.5	0.5
26	50	50	0.02	-0.02	2	2	2	1.0	0	1.5	0.7
27	50	50	0.02	-0.02	2	2	2	1.0	0	1.5	1.0
28	50	50	0.02	-0.02	2	2	2	1.0	0	2.5	0.4
29	50	50	0.02	-0.02	2	2	2	1.0	0	2.5	0.5
30	50	50	0.02	-0.02	2	2	2	1.0	0	2.5	0.7
31	50	50	0.02	-0.02	2	2	2	1.0	0	2.5	1.0
32	50	50	0.02	-0.02	2	2	2	1.0	0	2.8	0.4
33	50	50	0.02	-0.02	2	2	2	1.0	0	2.8	0.5
34	50	50	0.02	-0.02	2	2	2	1.0	0	2.8	0.7
35	50	50	0.02	-0.02	2	2	2	1.0	0	2.8	1.0
36	50	50	0.02	-0.02	2	2	2	1.0	1	1.5	0.4
37	50	50	0.02	-0.02	2	2	2	1.0	1	1.5	0.5
38	50	50	0.02	-0.02	2	2	2	1.0	1	1.5	0.7
39	50	50	0.02	-0.02	2	2	2	1.0	1	1.5	1.0
40	50	50	0.02	-0.02	2	2	2	1.0	1	2.5	0.4
41	50	50	0.02	-0.02	2	2	2	1.0	1	2.5	0.5
42	50	50	0.02	-0.02	2	2	2	1.0	1	2.5	0.7
43	50	50	0.02	-0.02	2	2	2	1.0	1	2.5	1.0
44	50	50	0.02	-0.02	2	2	2	1.0	1	2.8	0.4
45	50	50	0.02	-0.02	2	2	2	1.0	1	2.8	0.5
46	50	50	0.02	-0.02	2	2	2	1.0	1	2.8	0.7
47	50	50	0.02	-0.02	2	2	2	1.0	1	2.8	1.0
48	50	50	0.02	-0.02	2	2	3	0.8	0	1.5	0.4
49	50	50	0.02	-0.02	2	2	3	0.8	0	1.5	0.5
50	50	50	0.02	-0.02	2	2	3	0.8	0	1.5	0.7
51	50	50	0.02	-0.02	2	2	3	0.8	0	1.5	1.0
52	50	50	0.02	-0.02	2	2	3	0.8	0	2.5	0.4
53	50	50	0.02	-0.02	2	2	3	0.8	0	2.5	0.5
54	50	50	0.02	-0.02	2	2	3	0.8	0	2.5	0.7
55	50	50	0.02	-0.02	2	2	3	0.8	0	2.5	1.0
56	50	50	0.02	-0.02	2	2	3	0.8	0	2.8	0.4
57	50	50	0.02	-0.02	2	2	3	0.8	0	2.8	0.5
58	50	50	0.02	-0.02	2	2	3	0.8	0	2.8	0.7
59	50	50	0.02	-0.02	2	2	3	0.8	0	2.8	1.0
60	50	50	0.02	-0.02	2	2	3	0.8	1	1.5	0.4
61	50	50	0.02	-0.02	2	2	3	0.8	1	1.5	0.5
62	50	50	0.02	-0.02	2	2	3	0.8	1	1.5	0.7
63	50	50	0.02	-0.02	2	2	3	0.8	1	1.5	1.0
64	50	50	0.02	-0.02	2	2	3	0.8	1	2.5	0.4
65	50	50	0.02	-0.02	2	2	3	0.8	1	2.5	0.5
66	50	50	0.02	-0.02	2	2	3	0.8	1	2.5	0.7
67	50	50	0.02	-0.02	2	2	3	0.8	1	2.5	1.0
68	50	50	0.02	-0.02	2	2	3	0.8	1	2.8	0.4
69	50	50	0.02	-0.02	2	2	3	0.8	1	2.8	0.5
70	50	50	0.02	-0.02	2	2	3	0.8	1	2.8	0.7
71	50	50	0.02	-0.02	2	2	3	0.8	1	2.8	1.0
72	50	50	0.02	-0.02	2	2	3	1.0	0	1.5	0.4
73	50	50	0.02	-0.02	2	2	3	1.0	0	1.5	0.5
74	50	50	0.02	-0.02	2	2	3	1.0	0	1.5	0.7
75	50	50	0.02	-0.02	2	2	3	1.0	0	1.5	1.0
76	50	50	0.02	-0.02	2	2	3	1.0	0	2.5	0.4
77	50	50	0.02	-0.02	2	2	3	1.0	0	2.5	0.5
78	50	50	0.02	-0.02	2	2	3	1.0	0	2.5	0.7
79	50	50	0.02	-0.02	2	2	3	1.0	0	2.5	1.0
80	50	50	0.02	-0.02	2	2	3	1.0	0	2.8	0.4
81	50	50	0.02	-0.02	2	2	3	1.0	0	2.8	0.5
82	50	50	0.02	-0.02	2	2	3	1.0	0	2.8	0.7
83	50	50	0.02	-0.02	2	2	3	1.0	0	2.8	1.0
84	50	50	0.02	-0.02	2	2	3	1.0	1	1.5	0.4
85	50	50	0.02	-0.02	2	2	3	1.0	1	1.5	0.5
86	50	50	0.02	-0.02	2	2	3	1.0	1	1.5	0.7
87	50	50	0.02	-0.02	2	2	3	1.0	1	1.5	1.0
88	50	50	0.02	-0.02	2	2	3	1.0	1	2.5	0.4
89	50	50	0.02	-0.02	2	2	3	1.0	1	2.5	0.5
90	50	50	0.02	-0.02	2	2	3	1.0	1	2.5	0.7
91	50	50	0.02	-0.02	2	2	3	1.0	1	2.5	1.0
92	50	50	0.02	-0.02	2	2	3	1.0	1	2.8	0.4
93	50	50	0.02	-0.02	2	2	3	1.0	1	2.8	0.5
94	50	50	0.02	-0.02	2	2	3	1.0	1	2.8	0.7
95	50	50	0.02	-0.02	2	2	3	1.0	1	2.8	1.0
96	50	50	0.02	-0.02	3	3	1	1.0	0	1.5	0.4
97	50	50	0.02	-0.02	3	3	1	1.0	0	1.5	0.5
98	50	50	0.02	-0.02	3	3	1	1.0	0	1.5	0.7
99	50	50	0.02	-0.02	3	3	1	1.0	0	1.5	1.0
100	50	50	0.02	-0.02	3	3	1	1.0	0	2.5	0.4
101	50	50	0.02	-0.02	3	3	1	1.0	0	2.5	0.5
102	50	50	0.02	-0.02	3	3	1	1.0	0	2.5	0.7
103	50	50	0.02	-0.02	3	3	1	1.0	0	2.5	1.0
104	50	50	0.02	-0.02	3	3	1	1.0	0	2.8	0.4
105	50	50	0.02	-0.02	3	3	1	1.0	0	2.8	0.5
106	50	50	0.02	-0.02	3	3	1	1.0	0	2.8	0.7
107	50	50	0.02	-0.02	3	3	1	1.0	0	2.8	1.0
108	50	50	0.02	-0.02	3	3	1	1.0	1	1.5	0.4
109	50	50	0.02	-0.02	3	3	1	1.0	1	1.5	0.5
110	50	50	0.02	-0.02	3	3	1	1.0	1	1.5	0.7
111	50	50	0.02	-0.02	3	3	1	1.0	1	1.5	1.0
112	50	50	0.02	-0.02	3	3	1	1.0	1	2.5	0.4
113	50	50	0.02	-0.02	3	3	1	1.0	1	2.5	0.5
114	50	50	0.02	-0.02	3	3	1	1.0	1	2.5	0.7
115	50	50	0.02	-0.02	3	3	1	1.0	1	2.5	1.0
116	50	50	0.02	-0.02	3	3	1	1.0	1	2.8	0.4
117	50	50	0.02	-0.02	3	3	1	1.0	1	2.8	0.5
118	50	50	0.02	-0.02	3	3	1	1.0	1	2.8	0.7
119	50	50	0.02	-0.02	3	3	1	1.0	1	2.8	1.0
120	50	50	0.02	-0.02	3	3	2	1.0	0	1.5	0.4
121	50	50	0.02	-0.02	3	3	2	1.0	0	1.5	0.5
122	50	50	0.02	-0.02	3	3	2	1.0	0	1.5	0.7
123	50	50	0.02	-0.02	3	3	2	1.0	0	1.5	1.0
124	50	50	0.02	-0.02	3	3	2	1.0	0	2.5	0.4
125	50	50	0.02	-0.02	3	3	2	1.0	0	2.5	0.5
126	50	50	0.02	-0.02	3	3	2	1.0	0	2.5	0.7
127	50	50	0.02	-0.02	3	3	2	1.0	0	2.5	1.0
128	50	50	0.02	-0.02	3	3	2	1.0	0	2.8	0.4
129	50	50	0.02	-0.02	3	3	2	1.0	0	2.8	0.5
130	50	50	0.02	-0.02	3	3	2	1.0	0	2.8	0.7
131	50	50	0.02	-0.02	3	3	2	1.0	0	2.8	1.0
132	50	50	0.02	-0.02	3	3	2	1.0	1	1.5	0.4
133	50	50	0.02	-0.02	3	3	2	1.0	1	1.5	0.5
134	50	50	0.02	-0.02	3	3	2	1.0	1	1.5	0.7
135	50	50	0.02	-0.02	3	3	2	1.0	1	1.5	1.0
136	50	50	0.02	-0.02	3	3	2	1.0	1	2.5	0.4
137	50	50	0.02	-0.02	3	3	2	1.0	1	2.5	0.5
138	50	50	0.02	-0.02	3	3	2	1.0	1	2.5	0.7
139	50	50	0.02	-0.02	3	3	2	1.0	1	2.5	1.0
140	50	50	0.02	-0.02	3	3	2	1.0	1	2.8	0.4
141	50	50	0.02	-0.02	3	3	2	1.0	1	2.8	0.5
142	50	50	0.02	-0.02	3	3	2	1.0	1	2.8	0.7
143	50	50	0.02	-0.02	3	3	2	1.0	1	2.8	1.0
144	50	50	0.02	-0.02	3	3	3	0.8	0	1.5	0.4
145	50	50	0.02	-0.02	3	3	3	0.8	0	1.5	0.5
146	50	50	0.02	-0.02	3	3	3	0.8	0	1.5	0.7
147	50	50	0.02	-0.02	3	3	3	0.8	0	1.5	1.0
148	50	50	0.02	-0.02	3	3	3	0.8	0	2.5	0.4
149	50	50	0.02	-0.02	3	3	3	0.8	0	2.5	0.5
150	50	50	0.02	-0.02	3	3	3	0.8	0	2.5	0.7
151	50	50	0.02	-0.02	3	3	3	0.8	0	2.5	1.0
152	50	50	0.02	-0.02	3	3	3	0.8	0	2.8	0.4
153	50	50	0.02	-0.02	3	3	3	0.8	0	2.8	0.5
154	50	50	0.02	-0.02	3	3	3	0.8	0	2.8	0.7
155	50	50	0.02	-0.02	3	3	3	0.8	0	2.8	1.0
156	50	50	0.02	-0.02	3	3	3	0.8	1	1.5	0.4
157	50	50	0.02	-0.02	3	3	3	0.8	1	1.5	0.5
158	50	50	0.02	-0.02	3	3	3	0.8	1	1.5	0.7
159	50	50	0.02	-0.02	3	3	3	0.8	1	1.5	1.0
160	50	50	0.02	-0.02	3	3	3	0.8	1	2.5	0.4
161	50	50	0.02	-0.02	3	3	3	0.8	1	2.5	0.5
162	50	50	0.02	-0.02	3	3	3	0.8	1	2.5	0.7
163	50	50	0.02	-0.02	3	3	3	0.8	1	2.5	1.0
164	50	50	0.02	-0.02	3	3	3	0.8	1	2.8	0.4
165	50	50	0.02	-0.02	3	3	3	0.8	1	2.8	0.5
166	50	50	0.02	-0.02	3	3	3	0.8	1	2.8	0.7
167	50	50	0.02	-0.02	3	3	3	0.8	1	2.8	1.0
168	50	50	0.02	-0.02	3	3	3	1.0	0	1.5	0.4
169	50	50	0.02	-0.02	3	3	3	1.0	0	1.5	0.5
170	50	50	0.02	-0.02	3	3	3	1.0	0	1.5	0.7
171	50	50	0.02	-0.02	3	3	3	1.0	0	1.5	1.0
172	50	50	0.02	-0.02	3	3	3	1.0	0	2.5	0.4
173	50	50	0.02	-0.02	3	3	3	1.0	0	2.5	0.5
174	50	50	0.02	-0.02	3	3	3	1.0	0	2.5	0.7
175	50	50	0.02	-0.02	3	3	3	1.0	0	2.5	1.0
176	50	50	0.02	-0.02	3	3	3	1.0	0	2.8	0.4
177	50	50	0.02	-0.02	3	3	3	1.0	0	2.8	0.5
178	50	50	0.02	-0.02	3	3	3	1.0	0	2.8	0.7
179	50	50	0.02	-0.02	3	3	3	1.0	0	2.8	1.0
180	50	50	0.02	-0.02	3	3	3	1.0	1	1.5	0.4
181	50	50	0.02	-0.02	3	3	3	1.0	1	1.5	0.5
182	50	50	0.02	-0.02	3	3	3	1.0	1	1.5	0.7
183	50	50	0.02	-0.02	3	3	3	1.0	1	1.5	1.0
184	50	50	0.02	-0.02	3	3	3	1.0	1	2.5	0.4
185	50	50	0.02	-0.02	3	3	3	1.0	1	2.5	0.5
186	50	50	0.02	-0.02	3	3	3	1.0	1	2.5	0.7
187	50	50	0.02	-0.02	3	3	3	1.0	1	2.5	1.0
188	50	50	0.02	-0.02	3	3	3	1.0	1	2.8	0.4
189	50	50	0.02	-0.02	3	3	3	1.0	1	2.8	0.5
190	50	50	0.02	-0.02	3	3	3	1.0	1	2.8	0.7
191	50	50	0.02	-0.02	3	3	3	1.0	1	2.8	1.0
192	50	50	0.02	-0.02	5	5	1	1.0	0	1.5	0.4
193	50	50	0.02	-0.02	5	5	1	1.0	0	1.5	0.5
194	50	50	0.02	-0.02	5	5	1	1.0	0	1.5	0.7
195	50	50	0.02	-0.02	5	5	1	1.0	0	1.5	1.0
196	50	50	0.02	-0.02	5	5	1	1.0	0	2.5	0.4
197	50	50	0.02	-0.02	5	5	1	1.0	0	2.5	0.5
198	50	50	0.02	-0.02	5	5	1	1.0	0	2.5	0.7
199	50	50	0.02	-0.02	5	5	1	1.0	0	2.5	1.0
200	50	50	0.02	-0.02	5	5	1	1.0	0	2.8	0.4
201	50	50	0.02	-0.02	5	5	1	1.0	0	2.8	0.5
202	50	50	0.02	-0.02	5	5	1	1.0	0	2.8	0.7
203	50	50	0.02	-0.02	5	5	1	1.0	0	2.8	1.0
204	50	50	0.02	-0.02	5	5	1	1.0	1	1.5	0.4
205	50	50	0.02	-0.02	5	5	1	1.0	1	1.5	0.5
206	50	50	0.02	-0.02	5	5	1	1.0	1	1.5	0.7
207	50	50	0.02	-0.02	5	5	1	1.0	1	1.5	1.0
208	50	50	0.02	-0.02	5	5	1	1.0	1	2.5	0.4
209	50	50	0.02	-0.02	5	5	1	1.0	1	2.5	0.5
210	50	50	0.02	-0.02	5	5	1	1.0	1	2.5	0.7
211	50	50	0.02	-0.02	5	5	1	1.0	1	2.5	1.0
212	50	50	0.02	-0.02	5	5	1	1.0	1	2.8	0.4
213	50	50	0.02	-0.02	5	5	1	1.0	1	2.8	0.5
214	50	50	0.02	-0.02	5	5	1	1.0	1	2.8	0.7
215	50	50	0.02	-0.02	5	5	1	1.0	1	2.8	1.0
216	50	50	0.02	-0.02	5	5	2	1.0	0	1.5	0.4
217	50	50	0.02	-0.02	5	5	2	1.0	0	1.5	0.5
218	50	50	0.02	-0.02	5	5	2	1.0	0	1.5	0.7
219	50	50	0.02	-0.02	5	5	2	1.0	0	1.5	1.0
220	50	50	0.02	-0.02	5	5	2	1.0	0	2.5	0.4
221	50	50	0.02	-0.02	5	5	2	1.0	0	2.5	0.5
222	50	50	0.02	-0.02	5	5	2	1.0	0	2.5	0.7
223	50	50	0.02	-0.02	5	5	2	1.0	0	2.5	1.0
224	50	50	0.02	-0.02	5	5	2	1.0	0	2.8	0.4
225	50	50	0.02	-0.02	5	5	2	1.0	0	2.8	0.5
226	50	50	0.02	-0.02	5	5	2	1.0	0	2.8	0.7
227	50	50	0.02	-0.02	5	5	2	1.0	0	2.8	1.0
228	50	50	0.02	-0.02	5	5	2	1.0	1	1.5	0.4
229	50	50	0.02	-0.02	5	5	2	1.0	1	1.5	0.5
230	50	50	0.02	-0.02	5	5	2	1.0	1	1.5	0.7
231	50	50	0.02	-0.02	5	5	2	1.0	1	1.5	1.0
232	50	50	0.02	-0.02	5	5	2	1.0	1	2.5	0.4
233	50	50	0.02	-0.02	5	5	2	1.0	1	2.5	0.5
234	50	50	0.02	-0.02	5	5	2	1.0	1	2.5	0.7
235	50	50	0.02	-0.02	5	5	2	1.0	1	2.5	1.0
236	50	50	0.02	-0.02	5	5	2	1.0	1	2.8	0.4
237	50	50	0.02	-0.02	5	5	2	1.0	1	2.8	0.5
238	50	50	0.02	-0.02	5	5	2	1.0	1	2.8	0.7
239	50	50	0.02	-0.02	5	5	2	1.0	1	2.8	1.0
240	50	50	0.02	-0.02	5	5	3	0.8	0	1.5	0.4
241	50	50	0.02	-0.02	5	5	3	0.8	0	1.5	0.5
242	50	50	0.02	-0.02	5	5	3	0.8	0	1.5	0.7
243	50	50	0.02	-0.02	5	5	3	0.8	0	1.5	1.0
244	50	50	0.02	-0.02	5	5	3	0.8	0	2.5	0.4
245	50	50	0.02	-0.02	5	5	3	0.8	0	2.5	0.5
246	50	50	0.02	-0.02	5	5	3	0.8	0	2.5	0.7
247	50	50	0.02	-0.02	5	5	3	0.8	0	2.5	1.0
248	50	50	0.02	-0.02	5	5	3	0.8	0	2.8	0.4
249	50	50	0.02	-0.02	5	5	3	0.8	0	2.8	0.5
250	50	50	0.02	-0.02	5	5	3	0.8	0	2.8	0.7
251	50	50	0.02	-0.02	5	5	3	0.8	0	2.8	1.0
252	50	50	0.02	-0.02	5	5	3	0.8	1	1.5	0.4
253	50	50	0.02	-0.02	5	5	3	0.8	1	1.5	0.5
254	50	50	0.02	-0.02	5	5	3	0.8	1	1.5	0.7
255	50	50	0.02	-0.02	5	5	3	0.8	1	1.5	1.0
256	50	50	0.02	-0.02	5	5	3	0.8	1	2.5	0.4
257	50	50	0.02	-0.02	5	5	3	0.8	1	2.5	0.5
258	50	50	0.02	-0.02	5	5	3	0.8	1	2.5	0.7
259	50	50	0.02	-0.02	5	5	3	0.8	1	2.5	1.0
260	50	50	0.02	-0.02	5	5	3	0.8	1	2.8	0.4
261	50	50	0.02	-0.02	5	5	3	0.8	1	2.8	0.5
262	50	50	0.02	-0.02	5	5	3	0.8	1	2.8	0.7
263	50	50	0.02	-0.02	5	5	3	0.8	1	2.8	1.0
264	50	50	0.02	-0.02	5	5	3	1.0	0	1.5	0.4
265	50	50	0.02	-0.02	5	5	3	1.0	0	1.5	0.5
266	50	50	0.02	-0.02	5	5	3	1.0	0	1.5	0.7
267	50	50	0.02	-0.02	5	5	3	1.0	0	1.5	1.0
268	50	50	0.02	-0.02	5	5	3	1.0	0	2.5	0.4
269	50	50	0.02	-0.02	5	5	3	1.0	0	2.5	0.5
270	50	50	0.02	-0.02	5	5	3	1.0	0	2.5	0.7
271	50	50	0.02	-0.02	5	5	3	1.0	0	2.5	1.0
272	50	50	0.02	-0.02	5	5	3	1.0	0	2.8	0.4
273	50	50	0.02	-0.02	5	5	3	1.0	0	2.8	0.5
274	50	50	0.02	-0.02	5	5	3	1.0	0	2.8	0.7
275	50	50	0.02	-0.02	5	5	3	1.0	0	2.8	1.0
276	50	50	0.02	-0.02	5	5	3	1.0	1	1.5	0.4
277	50	50	0.02	-0.02	5	5	3	1.0	1	1.5	0.5
278	50	50	0.02	-0.02	5	5	3	1.0	1	1.5	0.7
279	50	50	0.02	-0.02	5	5	3	1.0	1	1.5	1.0
280	50	50	0.02	-0.02	5	5	3	1.0	1	2.5	0.4
281	50	50	0.02	-0.02	5	5	3	1.0	1	2.5	0.5
282	50	50	0.02	-0.02	5	5	3	1.0	1	2.5	0.7
283	50	50	0.02	-0.02	5	5	3	1.0	1	2.5	1.0
284	50	50	0.02	-0.02	5	5	3	1.0	1	2.8	0.4
285	50	50	0.02	-0.02	5	5	3	1.0	1	2.8	0.5
286	50	50	0.02	-0.02	5	5	3	1.0	1	2.8	0.7
287	50	50	0.02	-0.02	5	5	3	1.0	1	2.8	1.0
288	50	50	0.02	-0.02	10	10	1	1.0	0	1.5	0.4
289	50	50	0.02	-0.02	10	10	1	1.0	0	1.5	0.5
290	50	50	0.02	-0.02	10	10	1	1.0	0	1.5	0.7
291	50	50	0.02	-0.02	10	10	1	1.0	0	1.5	1.0
292	50	50	0.02	-0.02	10	10	1	1.0	0	2.5	0.4
293	50	50	0.02	-0.02	10	10	1	1.0	0	2.5	0.5
294	50	50	0.02	-0.02	10	10	1	1.0	0	2.5	0.7
295	50	50	0.02	-0.02	10	10	1	1.0	0	2.5	1.0
296	50	50	0.02	-0.02	10	10	1	1.0	0	2.8	0.4
297	50	50	0.02	-0.02	10	10	1	1.0	0	2.8	0.5
298	50	50	0.02	-0.02	10	10	1	1.0	0	2.8	0.7
299	50	50	0.02	-0.02	10	10	1	1.0	0	2.8	1.0
300	50	50	0.02	-0.02	10	10	1	1.0	1	1.5	0.4
301	50	50	0.02	-0.02	10	10	1	1.0	1	1.5	0.5
302	50	50	0.02	-0.02	10	10	1	1.0	1	1.5	0.7
303	50	50	0.02	-0.02	10	10	1	1.0	1	1.5	1.0
304	50	50	0.02	-0.02	10	10	1	1.0	1	2.5	0.4
305	50	50	0.02	-0.02	10	10	1	1.0	1	2.5	0.5
306	50	50	0.02	-0.02	10	10	1	1.0	1	2.5	0.7
307	50	50	0.02	-0.02	10	10	1	1.0	1	2.5	1.0
308	50	50	0.02	-0.02	10	10	1	1.0	1	2.8	0.4
309	50	50	0.02	-0.02	10	10	1	1.0	1	2.8	0.5
310	50	50	0.02	-0.02	10	10	1	1.0	1	2.8	0.7
311	50	50	0.02	-0.02	10	10	1	1.0	1	2.8	1.0
312	50	50	0.02	-0.02	10	10	2	1.0	0	1.5	0.4
313	50	50	0.02	-0.02	10	10	2	1.0	0	1.5	0.5
314	50	50	0.02	-0.02	10	10	2	1.0	0	1.5	0.7
315	50	50	0.02	-0.02	10	10	2	1.0	0	1.5	1.0
316	50	50	0.02	-0.02	10	10	2	1.0	0	2.5	0.4
317	50	50	0.02	-0.02	10	10	2	1.0	0	2.5	0.5
318	50	50	0.02	-0.02	10	10	2	1.0	0	2.5	0.7
319	50	50	0.02	-0.02	10	10	2	1.0	0	2.5	1.0
320	50	50	0.02	-0.02	10	10	2	1.0	0	2.8	0.4
321	50	50	0.02	-0.02	10	10	2	1.0	0	2.8	0.5
322	50	50	0.02	-0.02	10	10	2	1.0	0	2.8	0.7
323	50	50	0.02	-0.02	10	10	2	1.0	0	2.8	1.0
324	50	50	0.02	-0.02	10	10	2	1.0	1	1.5	0.4
325	50	50	0.02	-0.02	10	10	2	1.0	1	1.5	0.5
326	50	50	0.02	-0.02	10	10	2	1.0	1	1.5	0.7
327	50	50	0.02	-0.02	10	10	2	1.0	1	1.5	1.0
328	50	50	0.02	-0.02	10	10	2	1.0	1	2.5	0.4
329	50	50	0.02	-0.02	10	10	2	1.0	1	2.5	0.5
330	50	50	0.02	-0.02	10	10	2	1.0	1	2.5	0.7
331	50	50	0.02	-0.02	10	10	2	1.0	1	2.5	1.0
332	50	50	0.02	-0.02	10	10	2	1.0	1	2.8	0.4
333	50	50	0.02	-0.02	10	10	2	1.0	1	2.8	0.5
334	50	50	0.02	-0.02	10	10	2	1.0	1	2.8	0.7
335	50	50	0.02	-0.02	10	10	2	1.0	1	2.8	1.0
336	50	50	0.02	-0.02	10	10	3	0.8	0	1.5	0.4
337	50	50	0.02	-0.02	10	10	3	0.8	0	1.5	0.5
338	50	50	0.02	-0.02	10	10	3	0.8	0	1.5	0.7
339	50	50	0.02	-0.02	10	10	3	0.8	0	1.5	1.0
340	50	50	0.02	-0.02	10	10	3	0.8	0	2.5	0.4
341	50	50	0.02	-0.02	10	10	3	0.8	0	2.5	0.5
342	50	50	0.02	-0.02	10	10	3	0.8	0	2.5	0.7
343	50	50	0.02	-0.02	10	10	3	0.8	0	2.5	1.0
344	50	50	0.02	-0.02	10	10	3	0.8	0	2.8	0.4
345	50	50	0.02	-0.02	10	10	3	0.8	0	2.8	0.5
346	50	50	0.02	-0.02	10	10	3	0.8	0	2.8	0.7
347	50	50	0.02	-0.02	10	10	3	0.8	0	2.8	1.0
348	50	50	0.02	-0.02	10	10	3	0.8	1	1.5	0.4
349	50	50	0.02	-0.02	10	10	3	0.8	1	1.5	0.5
350	50	50	0.02	-0.02	10	10	3	0.8	1	1.5	0.7
351	50	50	0.02	-0.02	10	10	3	0.8	1	1.5	1.0
352	50	50	0.02	-0.02	10	10	3	0.8	1	2.5	0.4
353	50	50	0.02	-0.02	10	10	3	0.8	1	2.5	0.5
354	50	50	0.02	-0.02	10	10	3	0.8	1	2.5	0.7
355	50	50	0.02	-0.02	10	10	3	0.8	1	2.5	1.0
356	50	50	0.02	-0.02	10	10	3	0.8	1	2.8	0.4
357	50	50	0.02	-0.02	10	10	3	0.8	1	2.8	0.5
358	50	50	0.02	-0.02	10	10	3	0.8	1	2.8	0.7
359	50	50	0.02	-0.02	10	10	3	0.8	1	2.8	1.0
360	50	50	0.02	-0.02	10	10	3	1.0	0	1.5	0.4
361	50	50	0.02	-0.02	10	10	3	1.0	0	1.5	0.5
362	50	50	0.02	-0.02	10	10	3	1.0	0	1.5	0.7
363	50	50	0.02	-0.02	10	10	3	1.0	0	1.5	1.0
364	50	50	0.02	-0.02	10	10	3	1.0	0	2.5	0.4
365	50	50	0.02	-0.02	10	10	3	1.0	0	2.5	0.5
366	50	50	0.02	-0.02	10	10	3	1.0	0	2.5	0.7
367	50	50	0.02	-0.02	10	10	3	1.0	0	2.5	1.0
368	50	50	0.02	-0.02	10	10	3	1.0	0	2.8	0.4
369	50	50	0.02	-0.02	10	10	3	1.0	0	2.8	0.5
370	50	50	0.02	-0.02	10	10	3	1.0	0	2.8	0.7
371	50	50	0.02	-0.02	10	10	3	1.0	0	2.8	1.0
372	50	50	0.02	-0.02	10	10	3	1.0	1	1.5	0.4
373	50	50	0.02	-0.02	10	10	3	1.0	1	1.5	0.5
374	50	50	0.02	-0.02	10	10	3	1.0	1	1.5	0.7
375	50	50	0.02	-0.02	10	10	3	1.0	1	1.5	1.0
376	50	50	0.02	-0.02	10	10	3	1.0	1	2.5	0.4
377	50	50	0.02	-0.02	10	10	3	1.0	1	2.5	0.5
378	50	50	0.02	-0.02	10	10	3	1.0	1	2.5	0.7
379	50	50	0.02	-0.02	10	10	3	1.0	1	2.5	1.0
380	50	50	0.02	-0.02	10	10	3	1.0	1	2.8	0.4
381	50	50	0.02	-0.02	10	10	3	1.0	1	2.8	0.5
382	50	50	0.02	-0.02	10	10	3	1.0	1	2.8	0.7
383	50	50	0.02	-0.02	10	10	3	1.0	1	2.8	1.0
384	50	50	0.02	-0.02	25	25	1	1.0	0	1.5	0.4
385	50	50	0.02	-0.02	25	25	1	1.0	0	1.5	0.5
386	50	50	0.02	-0.02	25	25	1	1.0	0	1.5	0.7
387	50	50	0.02	-0.02	25	25	1	1.0	0	1.5	1.0
388	50	50	0.02	-0.02	25	25	1	1.0	0	2.5	0.4
389	50	50	0.02	-0.02	25	25	1	1.0	0	2.5	0.5
390	50	50	0.02	-0.02	25	25	1	1.0	0	2.5	0.7
391	50	50	0.02	-0.02	25	25	1	1.0	0	2.5	1.0
392	50	50	0.02	-0.02	25	25	1	1.0	0	2.8	0.4
393	50	50	0.02	-0.02	25	25	1	1.0	0	2.8	0.5
394	50	50	0.02	-0.02	25	25	1	1.0	0	2.8	0.7
